,WVHT,DPD,APD,MWD,WTMP
93967,1.14,8.33,4.5,136.0,16.2
93968,1.13,4.76,4.5,94.0,16.2
93969,1.1,8.33,4.52,127.0,16.2
93970,1.07,8.33,4.49,130.0,16.2
93971,1.06,5.0,4.51,104.0,16.2
93972,1.1,6.67,4.55,130.0,16.2
93973,1.08,7.69,4.44,126.0,16.2
93974,1.08,7.69,4.44,127.0,16.2
93975,1.07,5.0,4.28,112.0,16.2
93976,1.02,9.09,4.55,123.0,16.2
93977,1.0,8.33,4.44,136.0,16.2
93978,0.99,7.69,4.57,130.0,16.2
93979,1.01,4.76,4.49,91.0,16.2
93980,1.0,8.33,4.54,133.0,16.2
93981,1.0,8.33,4.39,126.0,16.2
93982,0.94,8.33,4.25,132.0,16.2
93983,0.94,8.33,4.31,136.0,16.2
93984,0.97,8.33,4.23,134.0,16.1
93985,0.91,7.69,4.31,120.0,16.1
93986,0.94,8.33,4.4,126.0,16.1
93987,1.0,8.33,4.58,129.0,16.1
93988,0.93,9.09,4.52,130.0,16.1
93989,0.99,7.69,4.71,123.0,16.1
93990,0.96,7.69,4.63,133.0,16.1
93991,0.93,8.33,4.43,123.0,16.1
93992,0.97,7.69,4.53,129.0,16.2
93993,0.96,7.69,4.62,127.0,16.2
93994,0.92,8.33,4.44,136.0,16.2
93995,0.98,8.33,4.93,126.0,16.2
93996,0.93,8.33,4.6,130.0,16.2
93997,0.96,8.33,4.67,134.0,16.2
93998,0.97,8.33,4.71,136.0,16.2
93999,0.94,4.35,4.37,126.0,16.3
94000,0.97,8.33,4.74,134.0,16.3
94001,0.91,7.69,4.63,133.0,16.3
94002,0.9,8.33,4.75,132.0,16.3
94003,0.87,9.09,4.59,130.0,16.3
94004,0.87,9.09,4.56,129.0,16.3
94005,0.86,7.69,4.73,133.0,16.3
94006,0.88,8.33,4.69,129.0,16.3
94007,0.83,9.09,4.82,126.0,16.4
94008,0.85,8.33,4.85,133.0,16.4
94009,0.84,9.09,4.82,132.0,16.4
94010,0.81,9.09,4.95,130.0,16.5
94011,0.85,7.69,4.94,133.0,16.5
94012,0.78,7.69,4.99,130.0,16.5
94013,0.81,7.69,5.14,123.0,16.5
94014,0.83,7.69,5.17,127.0,16.5
94015,0.79,7.69,5.01,115.0,16.5
94016,0.82,8.33,5.26,126.0,16.4
94017,0.81,7.69,5.0,126.0,16.4
94018,0.79,8.33,4.92,130.0,16.4
94019,0.84,7.69,4.91,126.0,16.4
94020,0.79,7.69,4.6,126.0,16.4
94021,0.81,7.69,4.94,122.0,16.4
94022,0.85,8.33,5.06,129.0,16.4
94023,0.81,9.09,5.07,130.0,16.5
94024,0.83,7.69,5.12,125.0,16.5
94025,0.86,8.33,5.23,129.0,16.4
94026,0.81,8.33,5.1,127.0,16.4
94027,0.86,9.09,5.31,125.0,16.4
94028,0.85,9.09,5.11,119.0,16.4
94029,0.8,9.09,5.03,123.0,16.4
94030,0.82,7.69,4.99,123.0,16.5
94031,0.85,8.33,5.27,122.0,16.5
94032,0.82,8.33,5.26,132.0,16.5
94033,0.8,7.14,5.13,130.0,16.4
94034,0.88,8.33,5.51,127.0,16.4
94035,0.9,7.69,5.29,129.0,16.4
94036,1.09,7.69,5.42,129.0,16.4
94037,1.27,7.14,5.61,137.0,16.4
94038,1.33,6.25,5.74,151.0,16.3
94039,1.27,7.14,5.61,140.0,16.3
94040,1.45,7.14,5.75,149.0,16.3
94041,1.31,7.69,5.56,140.0,16.3
94042,1.25,6.67,5.37,156.0,16.3
94043,1.23,6.67,5.48,151.0,16.4
94044,1.19,7.14,5.37,157.0,16.4
94045,1.14,6.25,5.23,154.0,16.5
94046,1.15,7.14,5.18,158.0,16.5
94047,1.12,7.14,5.24,160.0,16.6
94048,1.08,7.14,5.33,160.0,16.7
94049,1.02,7.14,5.19,165.0,16.8
94050,1.0,6.67,5.06,163.0,17.0
94051,0.94,7.69,4.95,158.0,17.0
94052,0.97,7.69,4.78,153.0,17.1
94053,0.98,7.14,4.51,156.0,17.0
94054,0.95,7.14,4.29,164.0,17.0
94055,0.98,7.69,4.4,153.0,17.1
94056,0.98,9.09,4.58,137.0,17.2
94057,0.96,7.69,4.44,158.0,17.3
94058,0.99,7.69,4.44,158.0,17.5
94059,1.01,7.69,4.61,151.0,17.4
94060,1.08,7.69,4.74,156.0,17.3
94061,1.09,7.14,4.8,158.0,17.3
94062,1.04,7.69,4.61,147.0,17.3
94063,1.02,7.14,4.96,158.0,17.3
94064,1.11,7.69,5.33,156.0,17.3
94065,1.0,7.14,5.21,154.0,17.2
94066,1.13,7.69,5.76,153.0,17.1
94067,1.04,7.14,5.57,156.0,17.1
94068,1.03,7.69,5.61,153.0,17.1
94069,1.08,7.14,5.82,157.0,17.1
94070,1.04,7.69,5.72,157.0,17.1
94071,1.06,7.69,5.78,160.0,17.1
94072,1.11,7.69,6.0,163.0,17.0
94073,1.03,7.69,5.78,165.0,17.0
94074,1.0,7.14,5.8,160.0,17.0
94075,0.98,6.25,5.81,171.0,17.0
94076,0.98,8.33,5.97,149.0,17.0
94077,0.93,8.33,5.46,150.0,16.8
94078,0.94,7.69,5.04,153.0,16.6
94079,0.95,8.33,4.86,141.0,16.6
94080,0.9,7.69,4.64,149.0,16.5
94081,1.0,7.69,4.49,151.0,16.4
94082,0.94,8.33,4.21,140.0,16.4
94083,0.97,9.09,4.43,136.0,16.4
94084,0.91,8.33,4.38,144.0,16.3
94085,0.97,7.69,4.13,144.0,16.3
94086,0.95,9.09,4.12,136.0,16.2
94087,0.93,9.09,4.38,136.0,16.2
94088,0.94,8.33,4.24,136.0,16.2
94089,0.97,9.09,4.31,132.0,16.1
94090,0.95,7.14,4.06,149.0,16.1
94091,1.02,9.09,4.23,137.0,16.1
94092,1.02,8.33,4.12,136.0,16.1
94093,0.97,8.33,4.27,130.0,16.1
94094,0.97,9.09,4.28,130.0,16.2
94095,0.98,9.88,4.45,126.0,16.2
94096,0.99,9.09,4.33,133.0,16.2
94097,0.92,10.53,4.4,119.0,16.3
94098,0.91,9.09,4.61,133.0,16.4
94099,0.89,9.88,4.74,133.0,16.4
94100,0.85,9.88,4.48,119.0,16.4
94101,0.83,9.88,4.54,132.0,16.4
94102,0.83,9.09,4.58,129.0,16.5
94103,0.81,9.09,4.79,126.0,16.5
94104,0.79,9.09,4.93,133.0,16.5
94105,0.82,9.09,5.17,132.0,16.6
94106,0.82,9.88,5.2,136.0,16.6
94107,0.79,9.09,5.19,134.0,16.6
94108,0.77,9.09,5.09,133.0,16.5
94109,0.83,9.09,5.44,130.0,16.5
94110,0.8,9.09,5.33,130.0,16.5
94111,0.86,9.88,5.4,130.0,16.4
94112,0.83,10.53,5.23,126.0,16.4
94113,0.87,9.09,5.31,130.0,16.4
94114,0.81,9.09,4.9,132.0,16.4
94115,0.87,9.88,5.23,127.0,16.5
94116,0.88,9.09,5.09,127.0,16.4
94117,0.9,8.33,5.15,123.0,16.4
94118,0.93,9.09,5.13,118.0,16.4
94119,0.9,9.09,4.9,126.0,16.4
94120,0.91,9.09,4.91,126.0,16.4
94121,1.0,9.88,5.16,122.0,16.4
94122,0.91,9.09,4.9,123.0,16.4
94123,0.91,9.88,4.88,120.0,16.4
94124,0.99,9.88,5.16,119.0,16.4
94125,0.94,9.88,4.94,122.0,16.4
94126,0.89,9.09,4.95,112.0,16.4
94127,0.92,10.53,5.12,106.0,16.4
94128,0.98,9.88,5.03,130.0,16.4
94129,0.97,9.88,4.96,122.0,16.4
94130,1.0,9.88,4.94,123.0,16.3
94131,0.96,9.09,4.75,119.0,16.3
94132,1.01,9.88,4.59,125.0,16.3
94133,1.12,9.88,4.37,115.0,16.3
94134,1.14,9.09,4.38,125.0,16.3
94135,1.19,9.09,4.42,123.0,16.3
94136,1.28,4.35,4.42,99.0,16.2
94137,1.3,4.35,4.44,94.0,16.2
94138,1.42,5.0,4.6,95.0,16.2
94139,1.47,5.26,4.68,101.0,16.2
94140,1.55,5.0,4.66,88.0,16.2
94141,1.54,5.56,4.68,99.0,16.2
94143,1.6,5.56,4.84,85.0,16.3
94144,1.62,5.88,4.92,98.0,16.3
94145,1.55,5.88,4.91,99.0,16.3
94146,1.46,5.88,4.72,98.0,16.3
94147,1.52,6.25,4.98,101.0,16.4
94148,1.45,6.25,4.83,105.0,16.4
94149,1.44,6.25,4.92,99.0,16.4
94150,1.41,5.88,4.96,98.0,16.4
94151,1.45,5.88,4.9,98.0,16.4
94152,1.34,9.88,4.74,126.0,16.4
94153,1.34,5.56,4.82,98.0,16.4
94154,1.35,9.88,5.01,136.0,16.5
94155,1.29,9.88,4.79,123.0,16.4
94156,1.23,9.09,4.71,129.0,16.5
94157,1.2,8.33,4.82,112.0,16.4
94158,1.23,7.69,4.79,119.0,16.4
94159,1.25,9.88,5.02,130.0,16.4
94160,1.24,9.88,5.05,130.0,16.4
94161,1.13,5.26,4.89,98.0,16.4
94162,1.13,9.09,5.13,126.0,16.4
94163,1.1,10.53,5.1,122.0,16.4
94164,1.1,9.09,5.19,119.0,16.4
94165,1.1,5.88,4.9,115.0,16.4
94166,1.13,9.09,5.03,125.0,16.4
94167,1.17,5.56,5.04,123.0,16.4
94168,1.18,6.25,5.07,115.0,16.4
94169,1.15,6.25,5.04,118.0,16.4
94170,1.2,5.88,5.13,118.0,16.4
94171,1.1,6.25,4.92,115.0,16.4
94172,1.15,5.56,5.11,119.0,16.4
94173,1.18,5.56,5.1,129.0,16.4
94174,1.16,5.56,5.18,123.0,16.4
94175,1.18,5.88,5.24,116.0,16.4
94176,1.13,5.56,4.99,118.0,16.4
94177,1.18,5.88,5.18,122.0,16.4
94178,1.29,5.56,5.36,127.0,16.4
94179,1.17,6.67,5.25,119.0,16.4
94180,1.13,6.67,5.18,120.0,16.4
94181,1.22,5.88,5.44,126.0,16.5
94182,1.28,9.88,5.61,129.0,16.5
94183,1.25,6.25,5.38,115.0,16.5
94184,1.16,6.67,5.27,125.0,16.5
94185,1.19,6.25,5.34,118.0,16.6
94186,1.22,6.67,5.43,122.0,16.6
94187,1.19,5.88,5.39,115.0,16.8
94188,1.28,6.25,5.43,120.0,16.9
94189,1.3,5.88,5.46,125.0,17.0
94190,1.31,6.67,5.4,125.0,16.9
94191,1.32,6.25,5.28,125.0,16.9
94192,1.34,6.25,5.19,125.0,17.1
94193,1.41,6.67,5.26,127.0,17.0
94194,1.4,6.67,5.33,127.0,17.0
94195,1.48,6.67,5.41,125.0,17.3
94198,1.6,7.14,5.75,130.0,17.7
94199,1.61,7.69,5.59,123.0,17.8
94200,1.6,7.14,5.78,130.0,17.8
94201,1.55,7.14,5.67,133.0,17.7
94202,1.56,7.14,5.58,125.0,17.7
94203,1.52,7.69,5.67,127.0,17.6
94204,1.57,7.14,5.63,126.0,17.6
94205,1.44,7.14,5.36,125.0,17.5
94206,1.61,7.14,5.78,125.0,17.5
94207,1.49,7.14,5.56,129.0,17.4
94208,1.4,7.14,5.44,125.0,17.4
94209,1.54,7.69,5.75,125.0,17.4
94210,1.57,7.14,5.75,129.0,17.4
94211,1.56,7.69,5.76,123.0,17.4
94212,1.51,7.14,5.48,126.0,17.3
94213,1.57,7.69,5.46,123.0,17.3
94214,1.56,7.69,5.25,125.0,17.4
94215,1.63,7.14,5.34,123.0,17.4
94216,1.6,6.25,5.26,139.0,17.4
94220,1.57,7.69,5.27,119.0,17.4
94221,1.63,7.69,5.16,123.0,17.3
94222,1.6,6.67,5.22,137.0,17.3
94223,1.54,7.14,5.2,126.0,17.3
94224,1.56,6.67,5.23,132.0,17.3
94225,1.58,7.69,5.3,129.0,17.7
94226,1.54,7.69,5.33,134.0,17.7
94227,1.52,7.69,5.43,130.0,17.7
94228,1.53,7.69,5.31,129.0,17.6
94229,1.52,7.14,5.14,132.0,17.6
94230,1.46,7.69,5.07,126.0,17.5
94231,1.57,7.69,5.23,137.0,17.5
94232,1.58,7.69,5.29,132.0,17.4
94233,1.63,7.14,5.45,146.0,17.4
94234,1.56,7.14,5.44,146.0,17.2
94235,1.47,7.69,5.33,136.0,17.2
94236,1.52,6.67,5.43,144.0,17.2
94237,1.41,7.14,5.35,143.0,17.2
94238,1.51,7.69,5.49,144.0,17.2
94239,1.55,6.67,5.44,146.0,17.2
94240,1.45,7.69,5.42,139.0,17.3
94241,1.45,7.14,5.59,150.0,17.4
94242,1.4,7.14,5.73,147.0,17.4
94243,1.35,7.14,5.52,153.0,17.4
94244,1.44,7.14,5.35,147.0,17.4
94245,1.43,7.14,5.27,143.0,17.4
94246,1.44,7.14,5.34,153.0,17.4
94247,1.35,7.14,5.38,149.0,17.4
94248,1.25,7.14,5.28,147.0,17.5
94249,1.34,7.69,5.45,147.0,17.5
94250,1.33,7.69,5.43,141.0,17.5
94251,1.35,7.69,5.5,144.0,17.5
94252,1.23,7.69,5.43,143.0,17.5
94253,1.16,7.14,5.08,150.0,17.5
94254,1.17,7.69,5.08,147.0,17.4
94255,1.24,7.14,5.02,144.0,17.4
94256,1.19,7.14,5.24,146.0,17.4
94257,1.19,7.69,5.11,149.0,17.4
94258,1.16,7.14,5.11,140.0,17.4
94259,1.15,7.14,5.15,147.0,17.4
94260,1.17,7.14,5.23,141.0,17.4
94261,1.16,6.67,4.84,143.0,17.4
94262,1.19,7.14,4.91,149.0,17.4
94263,1.13,7.14,4.78,140.0,17.3
94264,1.14,7.14,5.03,147.0,17.3
94265,1.1,7.69,5.17,139.0,17.3
94266,1.14,6.67,5.4,149.0,17.2
94267,1.09,7.69,5.32,136.0,17.2
94268,1.09,7.14,5.22,143.0,17.2
94269,1.18,6.67,5.28,153.0,17.2
94270,1.16,7.14,4.96,143.0,17.2
94271,1.28,7.14,4.75,150.0,17.2
94272,1.3,7.14,4.77,151.0,17.2
94273,1.21,7.69,4.63,134.0,17.2
94274,1.22,7.14,4.55,147.0,17.2
94275,1.23,6.67,4.55,141.0,17.2
94276,1.28,6.67,4.4,151.0,17.3
94277,1.43,6.25,4.52,150.0,17.3
94278,1.39,6.67,4.4,144.0,17.3
94279,1.51,6.67,4.63,149.0,17.2
94280,1.55,6.25,4.55,156.0,17.2
94281,1.51,7.14,4.65,146.0,17.2
94282,1.45,5.88,4.59,157.0,17.2
94283,1.37,7.14,4.59,147.0,17.2
94284,1.32,6.67,4.85,149.0,17.2
94285,1.32,7.14,4.89,141.0,17.2
94286,1.27,6.25,4.94,157.0,17.3
94287,1.27,6.25,4.94,156.0,17.3
94288,1.21,6.67,4.7,144.0,17.4
94289,1.17,6.67,4.72,154.0,17.4
94290,1.25,6.25,4.52,154.0,17.3
94291,1.24,7.69,4.69,127.0,17.3
94292,1.25,6.67,4.75,141.0,17.3
94293,1.19,6.25,4.64,161.0,17.3
94294,1.22,6.67,4.66,150.0,17.3
94295,1.37,6.67,4.42,150.0,17.3
94296,1.44,6.67,4.49,149.0,17.5
94297,1.43,7.14,4.55,150.0,17.4
94298,1.5,6.67,5.02,158.0,17.4
94299,1.43,7.69,4.8,146.0,17.4
94300,1.51,8.33,5.15,147.0,17.4
94301,1.45,7.69,5.31,154.0,17.3
94302,1.41,7.69,5.05,154.0,17.3
94303,1.54,8.33,5.32,153.0,17.3
94304,1.43,8.33,5.12,154.0,17.2
94305,1.31,7.69,5.0,158.0,17.2
94306,1.32,8.33,4.81,150.0,17.2
94307,1.26,9.09,4.82,156.0,17.2
94308,1.29,9.09,4.68,147.0,17.1
94309,1.21,8.33,4.39,149.0,17.1
94310,1.29,8.33,4.38,154.0,17.1
94311,1.27,8.33,4.18,156.0,17.1
94312,1.31,8.33,4.33,161.0,17.0
94313,1.31,9.09,4.47,163.0,17.0
94314,1.28,8.33,4.5,160.0,17.1
94315,1.25,8.33,4.5,161.0,17.1
94316,1.25,8.33,4.35,163.0,17.0
94317,1.22,8.33,4.28,160.0,17.0
94318,1.24,8.33,4.32,165.0,17.1
94319,1.19,8.33,4.18,161.0,17.0
94320,1.12,8.33,4.3,161.0,17.1
94321,1.04,9.09,4.24,170.0,17.1
94322,1.02,9.09,4.28,164.0,17.1
94323,0.94,9.88,4.33,170.0,17.1
94324,0.95,9.88,4.48,170.0,17.1
94325,0.88,9.88,4.5,163.0,17.2
94326,0.8,9.09,4.11,158.0,17.1
94327,0.78,9.09,3.94,164.0,17.1
94328,0.79,9.09,3.94,163.0,17.1
94329,0.83,9.09,3.76,153.0,17.1
94331,0.77,9.09,3.88,154.0,17.1
94332,0.72,9.09,3.76,161.0,17.1
94333,0.81,9.09,3.85,154.0,17.2
94334,0.79,9.09,3.91,158.0,17.2
94335,0.79,9.09,3.91,150.0,17.2
94336,0.74,8.33,3.79,150.0,17.2
94337,0.81,8.33,3.9,150.0,17.2
94338,0.76,8.33,3.69,144.0,17.2
94339,0.8,8.33,3.82,153.0,17.2
94340,0.73,8.33,3.85,150.0,17.3
94341,0.68,8.33,3.87,144.0,17.3
94342,0.68,8.33,3.98,151.0,17.3
94343,0.68,8.33,4.27,153.0,17.3
94344,0.65,8.33,4.35,151.0,17.4
94345,0.63,8.33,4.55,146.0,17.4
94346,0.61,8.33,4.85,156.0,17.4
94347,0.59,8.33,5.03,150.0,17.4
94348,0.55,7.69,5.23,146.0,17.4
94349,0.53,8.33,5.56,140.0,17.3
94350,0.53,8.33,5.65,144.0,17.2
94351,0.52,9.09,5.9,127.0,17.3
94352,0.49,9.09,6.2,130.0,17.3
94353,0.48,8.33,6.22,139.0,17.3
94354,0.5,8.33,6.43,139.0,17.3
94359,0.51,7.69,6.41,137.0,17.0
94360,0.54,7.69,6.41,144.0,17.0
94361,0.53,8.33,6.32,133.0,17.0
94362,0.58,8.33,6.53,130.0,16.9
94363,0.56,8.33,6.3,134.0,16.9
94364,0.6,8.33,5.92,132.0,16.9
94365,0.57,8.33,5.32,133.0,16.9
94366,0.64,8.33,5.63,139.0,17.0
94367,0.62,8.33,5.23,134.0,17.0
94368,0.64,7.69,5.34,137.0,17.0
94369,0.61,8.33,5.18,125.0,17.0
94370,0.6,9.09,5.12,130.0,17.0
94371,0.57,8.33,5.19,127.0,16.9
94372,0.56,9.88,5.39,126.0,16.9
94373,0.57,8.33,5.58,132.0,16.9
94374,0.52,8.33,5.26,137.0,16.9
94375,0.6,8.33,5.53,130.0,16.9
94376,0.58,9.09,4.84,127.0,16.9
94377,0.61,8.33,4.96,132.0,16.9
94378,0.56,8.33,4.51,137.0,17.0
94379,0.61,9.09,4.71,130.0,17.0
94380,0.61,7.69,4.69,123.0,17.1
94381,0.59,9.09,4.52,132.0,17.1
94382,0.6,9.09,4.89,129.0,17.2
94383,0.62,8.33,4.9,129.0,17.2
94384,0.65,8.33,4.49,132.0,17.2
94385,0.72,7.69,4.02,126.0,17.3
94386,0.79,8.33,3.99,133.0,17.3
94387,0.82,8.33,3.74,132.0,17.3
94388,0.87,7.69,3.73,125.0,17.4
94389,0.93,7.69,3.84,133.0,17.3
94393,0.95,8.33,3.83,125.0,17.3
94398,0.9,8.33,3.98,122.0,17.2
94399,0.84,7.69,3.79,132.0,17.2
94400,0.79,7.69,3.63,139.0,17.2
94401,0.86,9.09,3.68,129.0,17.2
94402,0.87,8.33,3.85,136.0,17.2
94403,0.88,8.33,3.8,123.0,17.2
94405,0.85,7.69,3.86,126.0,17.3
94406,0.88,8.33,3.87,123.0,17.2
94407,0.87,8.33,3.83,122.0,17.2
94408,0.95,7.69,3.76,127.0,17.2
94409,1.01,8.33,3.88,140.0,17.3
94414,0.99,8.33,4.0,130.0,17.4
94433,1.48,6.67,4.41,80.0,17.3
94435,1.43,6.25,4.42,80.0,17.3
94451,1.35,5.88,4.62,78.0,17.2
94453,1.41,6.25,4.76,80.0,17.2
94455,1.43,6.25,4.74,81.0,17.1
94456,1.39,6.25,4.59,82.0,17.1
94460,1.47,5.56,4.7,80.0,16.9
94461,1.45,5.56,4.67,80.0,16.9
94462,1.47,5.56,4.73,78.0,16.9
94465,1.33,6.25,4.86,85.0,16.8
94466,1.31,5.56,4.74,81.0,16.8
94467,1.24,5.88,4.78,84.0,16.7
94471,1.15,5.56,4.9,88.0,16.7
94472,1.03,5.26,4.76,82.0,16.7
94474,1.03,11.76,4.78,105.0,16.8
94476,0.95,11.76,4.79,95.0,16.8
94478,0.92,10.53,4.88,109.0,16.9
94480,0.91,11.76,5.01,99.0,17.1
94481,0.9,11.76,4.89,112.0,17.2
94482,0.87,11.11,4.74,99.0,17.3
94483,0.91,11.11,5.15,101.0,17.3
94484,0.89,11.76,5.13,96.0,17.4
94485,0.92,5.0,5.01,96.0,17.6
94486,0.93,11.76,5.12,99.0,17.5
94487,0.89,11.76,5.09,101.0,17.4
94488,0.92,10.53,5.03,106.0,17.4
94489,0.92,10.53,5.08,109.0,17.3
94490,0.9,10.53,5.09,102.0,17.2
94491,0.88,5.26,5.0,101.0,17.1
94492,0.92,9.88,5.37,104.0,17.1
94493,0.88,11.76,5.27,104.0,17.1
94494,0.86,11.11,5.31,98.0,17.1
94495,0.87,11.11,5.38,104.0,17.1
94496,0.85,11.76,5.37,96.0,17.1
94497,0.87,11.76,5.33,98.0,17.1
94498,0.9,11.11,4.95,105.0,17.0
94499,0.92,10.53,5.0,116.0,17.0
94500,1.01,5.26,4.83,113.0,17.0
94501,1.04,10.53,4.89,108.0,16.9
94502,1.16,4.55,4.78,130.0,16.9
94503,1.21,5.0,4.62,130.0,16.9
94504,1.31,5.56,4.68,123.0,16.9
94505,1.38,5.26,4.7,134.0,16.9
94506,1.5,5.26,4.78,157.0,16.9
94507,1.64,5.56,4.93,144.0,16.8
94508,1.58,5.26,4.82,161.0,16.8
94509,1.56,5.56,4.7,153.0,16.8
94510,1.57,5.26,4.79,149.0,16.8
94511,1.63,5.88,4.81,158.0,16.8
94525,1.65,7.69,5.54,134.0,17.1
94527,1.64,7.14,5.45,157.0,17.1
94540,1.65,8.33,5.53,150.0,17.3
94541,1.56,7.69,5.45,158.0,17.3
94542,1.47,8.33,5.46,153.0,17.3
94543,1.44,8.33,5.47,149.0,17.3
94544,1.35,8.33,5.29,147.0,17.3
94545,1.31,8.33,5.35,156.0,17.3
94546,1.39,7.69,5.37,158.0,17.3
94547,1.32,8.33,5.14,153.0,17.3
94548,1.35,8.33,5.16,146.0,17.2
94549,1.25,7.69,4.95,156.0,17.2
94550,1.18,8.33,5.04,150.0,17.1
94551,1.07,8.33,5.26,149.0,17.0
94552,1.04,8.33,5.42,146.0,17.0
94553,1.06,7.69,5.6,144.0,17.0
94554,1.01,7.69,5.5,151.0,17.1
94555,1.01,8.33,5.43,140.0,17.1
94556,0.97,7.69,5.41,143.0,17.1
94557,0.99,7.69,5.39,147.0,17.1
94558,0.95,7.14,5.07,151.0,17.1
94559,1.0,7.69,5.29,144.0,17.1
94560,0.97,7.14,5.04,154.0,17.1
94561,0.97,7.14,4.94,153.0,17.1
94562,0.96,7.14,4.89,160.0,17.1
94563,0.96,7.69,5.05,144.0,17.1
94564,0.95,7.14,5.03,157.0,17.1
94565,0.88,8.33,5.22,141.0,17.1
94566,0.82,6.25,5.47,171.0,17.0
94567,0.86,8.33,6.02,143.0,17.1
94568,0.81,8.33,6.2,147.0,17.1
94569,0.86,8.33,6.38,137.0,17.1
94575,0.7,7.69,6.45,143.0,18.2
94576,0.71,8.33,6.37,132.0,18.1
94577,0.72,8.33,6.16,130.0,17.7
94578,0.78,7.14,6.22,144.0,17.7
94579,0.76,7.14,6.37,146.0,17.7
94580,0.76,7.14,6.41,136.0,17.7
94581,0.88,6.67,5.68,149.0,17.7
94582,0.96,7.14,4.86,134.0,17.7
94583,0.97,6.67,4.92,150.0,17.5
94584,0.93,7.14,4.73,147.0,17.5
94585,1.0,7.14,4.65,139.0,17.4
94586,0.94,7.14,4.96,146.0,17.4
94587,0.91,7.14,5.39,143.0,17.4
94588,0.9,7.69,5.74,133.0,17.5
94589,0.9,7.14,5.6,151.0,17.4
94590,0.86,8.33,5.85,127.0,17.4
94591,0.8,9.88,6.01,123.0,17.3
94592,0.8,7.69,6.13,137.0,17.3
94593,0.82,7.69,6.11,140.0,17.2
94594,0.86,7.14,5.47,151.0,17.2
94595,0.83,10.53,5.35,118.0,17.2
94596,0.81,8.33,5.34,127.0,17.2
94597,0.81,7.14,5.44,147.0,17.2
94598,0.79,7.69,5.38,133.0,17.1
94599,0.76,7.69,4.99,137.0,17.1
94600,0.76,9.88,4.57,127.0,17.0
94601,0.79,8.33,4.04,123.0,17.0
94602,0.85,7.14,3.91,141.0,17.0
94603,0.81,7.69,3.77,134.0,17.0
94604,0.83,9.88,3.87,116.0,17.1
94605,0.82,9.88,3.88,108.0,17.0
94609,0.68,9.09,3.71,118.0,17.0
94610,0.64,10.53,3.66,116.0,17.0
94611,0.59,9.88,3.85,111.0,17.0
94612,0.55,9.09,4.01,112.0,17.0
94613,0.54,9.88,4.07,113.0,17.0
94614,0.55,10.53,4.1,130.0,17.0
94615,0.56,11.11,4.15,118.0,17.1
94670,0.69,8.33,3.96,108.0,17.0
94672,0.65,4.76,3.99,78.0,17.1
94674,0.68,4.76,4.36,78.0,17.1
94675,0.65,9.09,4.4,109.0,17.1
94676,0.6,8.33,4.34,106.0,17.1
94677,0.63,8.33,4.44,102.0,17.1
94678,0.62,9.09,4.52,113.0,17.0
94679,0.62,8.33,4.43,104.0,17.0
94680,0.62,8.33,4.4,106.0,16.9
94681,0.62,8.33,4.37,108.0,16.9
94682,0.63,8.33,4.36,118.0,16.9
94683,0.61,9.09,4.27,115.0,16.9
94684,0.6,9.09,4.22,118.0,16.8
94685,0.61,9.88,4.23,116.0,16.8
94686,0.62,9.09,4.45,112.0,16.8
94687,0.63,9.88,4.41,112.0,16.8
94688,0.62,11.76,4.5,101.0,16.8
94689,0.6,11.11,4.49,96.0,16.8
94690,0.58,10.53,4.73,89.0,16.8
94691,0.58,9.88,4.8,102.0,16.8
94692,0.55,10.53,4.81,96.0,16.8
94693,0.55,11.11,5.17,89.0,16.8
94694,0.51,11.11,4.68,99.0,16.7
94695,0.56,11.11,5.15,94.0,16.7
94696,0.53,9.88,5.18,99.0,16.7
94697,0.52,9.88,5.06,102.0,16.7
94698,0.55,11.11,5.31,95.0,16.7
94699,0.55,11.11,5.16,96.0,16.7
94700,0.53,11.11,5.22,95.0,16.7
94701,0.52,11.11,5.2,99.0,16.7
94702,0.5,9.88,5.04,111.0,16.7
94703,0.55,10.53,5.39,101.0,16.7
94704,0.53,10.53,5.24,104.0,16.7
94705,0.51,9.88,5.43,105.0,16.6
94706,0.48,10.53,5.13,96.0,16.7
94707,0.5,10.53,5.35,96.0,16.7
94709,0.51,10.53,4.87,89.0,16.7
94710,0.53,9.88,4.7,109.0,16.7
94711,0.55,9.09,4.44,126.0,16.8
94712,0.56,9.88,4.55,92.0,16.8
94713,0.55,11.11,4.29,102.0,16.9
94714,0.61,10.53,4.52,91.0,17.0
94715,0.58,9.88,4.17,99.0,17.0
94716,0.6,9.88,4.13,94.0,17.1
94717,0.6,10.53,4.16,104.0,17.2
94718,0.58,11.11,3.89,96.0,17.2
94719,0.61,10.53,3.88,87.0,17.3
94720,0.62,9.09,4.22,113.0,17.4
94721,0.61,9.88,4.35,108.0,17.4
94722,0.61,9.88,4.28,104.0,17.4
94723,0.62,9.88,3.94,105.0,17.4
94724,0.66,9.09,3.97,115.0,17.3
94725,0.65,9.09,3.88,115.0,17.4
94726,0.65,9.09,3.86,104.0,17.4
94727,0.64,10.53,3.84,101.0,17.4
94728,0.62,9.09,3.92,109.0,17.3
94729,0.63,9.88,4.05,104.0,17.3
94730,0.59,9.09,4.06,116.0,17.3
94731,0.63,9.09,4.2,118.0,17.2
94732,0.63,9.88,4.16,101.0,17.5
94733,0.66,9.88,3.81,104.0,17.4
94735,0.69,4.0,3.84,140.0,17.4
94738,0.7,9.88,3.88,108.0,17.3
