,WVHT,DPD,APD,MWD,WTMP
92914,0.74,8.33,4.4,165.0,12.4
92915,0.75,8.33,4.49,163.0,12.4
92916,0.71,7.69,4.17,163.0,12.5
92917,0.69,7.69,4.0,165.0,12.5
92918,0.74,8.33,4.03,158.0,12.5
92919,0.72,7.14,3.62,164.0,12.5
92930,0.85,7.14,3.8,153.0,12.8
92942,1.24,5.0,4.21,78.0,13.0
92945,1.26,5.56,4.38,85.0,13.0
92946,1.33,5.56,4.36,82.0,13.0
92948,1.24,5.26,4.4,80.0,13.1
92949,1.3,5.26,4.33,81.0,13.1
92950,1.31,5.56,4.43,85.0,13.1
92951,1.3,5.56,4.32,84.0,13.0
92952,1.44,5.26,4.41,80.0,13.0
92954,1.47,5.56,4.39,85.0,13.0
92956,1.61,5.56,4.57,78.0,12.9
92957,1.49,5.56,4.51,78.0,12.9
92958,1.61,5.56,4.6,78.0,12.9
92962,1.49,5.88,4.18,82.0,12.7
92964,1.39,5.56,4.1,78.0,12.6
92968,1.34,5.56,4.29,80.0,12.5
92970,1.42,5.56,4.36,87.0,12.4
92971,1.42,5.26,4.34,87.0,12.4
92972,1.49,5.56,4.62,95.0,12.4
92973,1.51,5.56,4.75,98.0,12.4
92974,1.41,5.88,4.8,113.0,12.4
92975,1.47,6.25,4.96,123.0,12.3
92976,1.42,6.25,4.89,130.0,12.3
92977,1.45,6.67,4.62,123.0,12.3
92978,1.49,6.67,4.7,122.0,12.3
92979,1.38,7.14,4.67,141.0,12.3
92980,1.39,6.67,4.83,139.0,12.2
92981,1.34,7.14,4.75,140.0,12.2
92982,1.31,6.67,4.73,127.0,12.2
92983,1.27,7.14,4.79,130.0,12.2
92984,1.28,7.14,4.75,133.0,12.1
92985,1.28,7.69,4.89,132.0,12.2
92986,1.13,7.14,4.52,127.0,12.2
92987,1.08,7.69,4.36,137.0,12.2
92988,1.09,7.69,4.17,123.0,12.2
92989,1.04,7.69,4.17,136.0,12.2
92990,1.1,7.69,4.3,139.0,12.3
92991,1.0,7.69,4.15,126.0,12.3
92992,0.94,7.69,4.15,122.0,12.3
92993,0.92,7.69,4.09,127.0,12.3
92994,0.96,8.33,4.13,127.0,12.3
92995,0.92,9.09,4.04,116.0,12.3
92996,0.87,8.33,3.79,115.0,12.4
92997,0.84,8.33,3.95,120.0,12.4
92998,0.75,8.33,3.85,126.0,12.4
92999,0.74,9.09,4.01,116.0,12.4
93000,0.72,9.09,3.82,120.0,12.4
93001,0.74,9.09,3.79,115.0,12.4
93002,0.72,8.33,3.73,115.0,12.4
93003,0.71,9.09,3.94,119.0,12.3
93004,0.64,9.09,3.65,111.0,12.3
93005,0.64,9.09,4.1,119.0,12.3
93006,0.66,9.09,3.99,112.0,12.3
93007,0.64,9.09,3.9,112.0,12.2
93008,0.68,8.33,3.89,119.0,12.2
93009,0.67,8.33,3.98,127.0,12.2
93010,0.62,8.33,3.75,126.0,12.2
93011,0.63,9.09,4.06,119.0,12.2
93012,0.63,8.33,4.28,129.0,12.3
93013,0.61,8.33,4.38,125.0,12.3
93014,0.64,9.09,4.33,125.0,12.3
93015,0.74,8.33,4.55,126.0,12.3
93016,0.73,8.33,4.38,126.0,12.3
93017,0.75,8.33,4.23,123.0,12.3
93018,0.79,8.33,4.24,123.0,12.3
93019,0.86,8.33,4.3,130.0,12.3
93020,0.93,9.09,4.36,119.0,12.3
93021,0.94,8.33,4.24,122.0,12.3
93026,1.1,11.76,4.76,95.0,12.3
93030,1.06,11.76,5.0,95.0,12.2
93060,0.69,11.76,6.26,98.0,12.3
93061,0.67,11.76,6.31,99.0,12.3
93063,0.7,11.76,6.46,96.0,12.3
93069,0.84,11.11,4.41,94.0,12.3
93075,0.91,10.53,4.82,108.0,12.3
93086,1.02,11.76,5.11,104.0,12.4
93113,1.11,11.11,5.38,108.0,12.6
93115,1.06,9.88,5.3,99.0,12.6
93118,1.01,9.88,5.57,105.0,12.6
93119,1.0,9.88,5.4,105.0,12.6
93120,0.98,9.88,5.4,96.0,12.6
93121,1.04,11.11,5.49,95.0,12.6
93123,0.93,11.11,5.53,101.0,12.6
93124,0.96,10.53,5.81,104.0,12.6
93125,0.97,9.09,6.21,105.0,12.7
93127,0.94,9.88,6.16,106.0,12.7
93128,0.87,10.53,6.13,104.0,12.7
93129,0.92,10.53,6.34,104.0,12.9
93130,0.87,8.33,6.33,104.0,13.0
93131,0.88,9.09,6.16,104.0,13.4
93132,0.87,9.09,6.39,105.0,13.7
93135,0.84,11.76,6.56,98.0,14.2
93140,0.84,7.69,6.32,101.0,13.6
93142,0.83,11.76,5.36,104.0,13.5
93143,0.82,11.11,5.53,99.0,13.5
93144,0.84,9.88,5.76,102.0,13.4
93145,0.83,8.33,5.34,104.0,13.4
93146,0.87,9.88,5.46,108.0,13.4
93147,0.78,8.33,5.24,106.0,13.3
93148,0.78,9.88,5.3,112.0,13.2
93149,0.74,9.88,5.45,104.0,13.2
93153,0.65,10.53,5.61,104.0,13.1
93154,0.65,11.76,5.58,98.0,12.9
93155,0.63,10.53,5.55,101.0,12.9
93156,0.63,9.09,5.83,106.0,12.6
93157,0.61,10.53,5.71,108.0,12.7
93158,0.58,9.09,5.87,106.0,12.6
93159,0.63,9.88,6.22,108.0,12.5
93160,0.57,9.09,6.05,106.0,12.8
93161,0.59,9.09,6.19,106.0,12.8
93162,0.56,9.09,5.9,106.0,12.7
93163,0.58,9.88,6.01,111.0,12.6
93164,0.57,11.11,5.6,102.0,12.6
93165,0.52,9.09,5.46,115.0,12.6
93166,0.54,10.53,5.49,102.0,12.6
93167,0.55,9.09,5.19,111.0,12.6
93169,0.57,11.76,5.84,106.0,12.5
93170,0.54,9.09,5.47,112.0,12.5
93171,0.56,9.88,5.78,115.0,12.5
93172,0.56,8.33,5.89,120.0,12.5
93173,0.53,9.09,5.9,118.0,12.6
93174,0.5,9.09,6.07,119.0,12.5
93175,0.51,9.09,5.99,118.0,12.6
93176,0.52,9.88,6.08,109.0,12.8
93177,0.5,9.88,6.36,126.0,12.9
93180,0.5,8.33,6.52,134.0,13.3
93185,0.48,9.88,5.02,118.0,13.9
93186,0.52,11.11,4.3,120.0,14.1
93187,0.57,9.88,3.83,113.0,14.2
93188,0.57,9.88,3.94,112.0,14.1
93189,0.63,9.09,3.88,125.0,14.3
93190,0.63,9.88,3.74,115.0,14.7
93191,0.62,10.53,3.66,112.0,14.4
93195,0.58,10.53,3.72,119.0,14.3
93196,0.53,7.69,3.85,134.0,14.2
93197,0.5,7.69,4.03,139.0,14.3
93223,0.48,11.76,5.28,125.0,13.9
93224,0.49,11.76,5.34,118.0,13.9
93227,0.49,11.11,5.47,115.0,14.6
93238,0.58,11.76,4.83,111.0,14.1
93242,0.65,5.0,4.86,161.0,14.1
93243,0.73,4.76,4.86,172.0,14.1
93244,0.71,5.26,4.81,177.0,14.1
93245,0.75,4.76,4.88,170.0,14.1
93246,0.75,4.76,4.83,171.0,14.2
93247,0.82,4.76,5.01,172.0,14.3
93248,0.79,4.76,4.92,172.0,14.3
93250,0.77,5.26,4.98,179.0,14.5
93251,0.8,5.0,5.1,174.0,14.7
93252,0.78,5.26,5.23,182.0,14.9
93253,0.83,5.26,5.25,182.0,15.1
93257,0.74,5.26,4.81,178.0,15.2
93259,0.72,11.11,4.77,109.0,15.2
93262,0.7,11.76,4.47,113.0,15.0
93264,0.72,11.76,4.51,99.0,15.1
93265,0.74,11.76,4.83,106.0,15.0
93266,0.76,5.88,4.59,178.0,15.0
93267,0.8,5.88,4.71,177.0,15.2
93268,0.8,5.88,4.7,174.0,15.2
93270,0.83,5.26,4.6,177.0,15.0
93271,0.83,5.26,4.65,174.0,14.9
93272,0.92,5.88,4.91,174.0,14.9
93273,0.93,5.56,4.85,172.0,14.8
93274,0.95,5.88,4.83,172.0,14.8
93275,0.92,5.56,4.81,170.0,14.9
93276,0.96,5.88,4.77,171.0,14.9
93278,0.92,5.26,4.42,171.0,14.7
93279,0.9,5.26,4.44,175.0,14.7
93280,0.92,6.25,4.52,170.0,14.6
93281,0.91,5.88,4.32,163.0,14.6
93282,0.96,6.25,4.6,167.0,14.5
93283,0.93,5.56,4.46,165.0,14.5
93284,0.95,6.25,4.37,161.0,14.5
93285,1.01,5.88,4.49,170.0,14.5
93286,1.02,6.25,4.33,163.0,14.4
93287,1.08,6.25,4.5,167.0,14.4
93288,1.11,5.88,4.53,168.0,14.4
93289,1.12,6.25,4.47,170.0,14.4
93290,1.15,5.88,4.34,168.0,14.4
93291,1.08,5.88,4.32,172.0,14.4
93292,1.13,6.25,4.44,171.0,14.4
93293,1.12,6.25,4.69,170.0,14.4
93294,1.17,6.25,4.84,174.0,14.4
93295,1.15,6.25,4.9,172.0,14.5
93296,1.1,6.25,4.89,175.0,14.6
93297,1.05,6.67,4.72,172.0,14.6
93298,1.06,6.67,4.81,172.0,14.6
93299,0.99,6.25,4.7,171.0,14.6
93300,1.0,6.67,4.69,171.0,14.6
93301,0.96,6.67,4.43,170.0,14.5
93302,0.97,5.88,4.4,172.0,14.6
93303,0.97,5.88,4.3,165.0,14.5
93304,0.97,6.25,4.11,164.0,14.6
93305,0.97,6.25,4.21,167.0,14.6
93306,0.91,6.67,4.04,164.0,14.4
93307,0.9,6.67,4.02,161.0,14.4
93308,0.84,6.25,4.1,161.0,14.5
93309,0.84,6.67,3.95,163.0,14.5
93310,0.82,6.25,3.94,163.0,14.5
93311,0.87,7.14,3.87,164.0,14.5
93312,0.83,6.25,3.98,164.0,14.6
93313,0.87,5.88,4.23,172.0,14.7
93314,0.88,6.25,4.33,168.0,14.7
93315,0.8,5.88,4.45,170.0,14.7
93316,0.8,6.25,4.55,167.0,14.7
93317,0.82,5.88,4.76,171.0,14.7
93318,0.85,6.25,4.82,168.0,14.6
93319,0.8,5.26,4.91,177.0,14.6
93320,0.75,5.88,4.89,170.0,14.6
93321,0.71,5.56,4.83,171.0,14.5
93322,0.69,5.88,4.96,171.0,14.5
93323,0.71,5.0,4.9,177.0,14.5
93324,0.71,6.67,4.46,164.0,14.5
93325,0.67,6.67,4.38,161.0,14.5
93326,0.64,6.67,4.58,164.0,14.5
93327,0.6,6.25,4.56,168.0,14.6
93328,0.59,6.67,4.58,164.0,14.6
93329,0.58,6.67,4.3,163.0,14.6
93330,0.6,7.14,4.08,165.0,14.6
93332,0.59,5.56,4.06,157.0,14.6
93333,0.57,6.25,4.15,151.0,14.6
93334,0.61,6.67,4.32,161.0,14.6
93335,0.6,6.25,4.42,154.0,14.6
93336,0.6,5.88,4.43,156.0,14.6
93337,0.62,6.25,4.45,160.0,14.6
93338,0.63,5.88,4.58,163.0,14.6
93339,0.6,5.56,4.68,165.0,14.6
93340,0.62,5.56,4.74,161.0,14.7
93341,0.62,6.25,4.72,160.0,14.7
93342,0.6,6.25,4.75,165.0,14.8
93343,0.58,5.88,4.78,164.0,15.0
93344,0.59,5.56,4.87,160.0,15.2
93345,0.55,5.56,4.8,165.0,15.4
93346,0.55,5.88,4.88,172.0,15.6
93347,0.58,5.26,4.99,163.0,15.7
93348,0.51,5.56,4.83,164.0,15.8
93349,0.51,6.67,4.73,158.0,15.9
93350,0.51,6.67,5.0,158.0,16.0
93352,0.49,6.25,5.01,154.0,16.2
93359,0.49,5.88,5.25,146.0,16.0
93361,0.5,5.56,5.56,149.0,15.9
93364,0.5,5.88,5.61,153.0,16.0
93365,0.49,6.67,5.69,143.0,16.0
93366,0.48,7.14,5.7,127.0,16.1
93367,0.51,6.25,5.7,130.0,16.0
93368,0.51,7.69,5.46,125.0,16.0
93369,0.52,6.67,5.63,118.0,16.0
93370,0.54,7.14,5.54,123.0,16.0
93371,0.49,5.88,5.46,140.0,16.0
93372,0.51,5.56,5.25,141.0,15.9
93373,0.53,6.25,5.22,112.0,15.9
93374,0.55,6.25,5.2,112.0,15.8
93375,0.53,5.88,5.21,112.0,15.8
93376,0.52,5.56,5.08,133.0,15.8
93377,0.52,6.25,5.09,111.0,15.8
93378,0.49,5.56,4.83,133.0,15.8
93380,0.48,7.14,5.17,130.0,15.8
93381,0.48,7.14,4.28,137.0,15.7
93382,0.58,6.25,3.59,118.0,15.7
93383,0.56,6.25,3.65,129.0,15.7
93384,0.55,6.67,3.87,126.0,15.7
93385,0.53,7.14,4.28,136.0,15.8
93386,0.49,6.25,4.52,130.0,15.8
93392,0.49,5.56,5.16,143.0,16.1
93393,0.49,5.56,5.14,144.0,16.2
93394,0.51,5.26,4.78,150.0,16.5
93395,0.57,5.56,4.74,165.0,16.5
93396,0.63,5.56,4.76,160.0,16.6
93397,0.7,5.56,4.58,168.0,16.6
93398,0.74,5.56,4.68,171.0,16.7
93399,0.77,5.56,4.55,168.0,16.6
93400,0.79,5.26,4.5,175.0,16.5
93401,0.82,5.88,4.44,170.0,16.5
93402,0.76,5.88,4.18,170.0,16.6
93403,0.82,5.88,4.17,168.0,16.6
93404,0.86,5.56,4.09,175.0,16.6
93405,0.85,5.88,4.09,165.0,16.5
93406,0.8,6.25,4.04,167.0,16.6
93407,0.79,5.56,4.13,171.0,16.6
93408,0.82,6.25,4.01,165.0,16.4
93409,0.87,5.88,4.23,164.0,16.4
93410,0.9,6.67,4.26,167.0,16.2
93411,0.92,5.56,4.11,163.0,16.1
93412,0.99,5.88,4.43,168.0,15.9
93413,0.99,5.88,4.23,163.0,15.8
93414,0.97,5.88,4.33,167.0,15.7
93415,0.92,6.25,4.42,163.0,15.7
93416,1.0,6.25,4.69,160.0,15.7
93417,0.98,6.25,4.36,157.0,15.6
93418,0.97,6.25,4.46,164.0,15.4
93419,0.98,5.88,4.61,167.0,15.3
93420,0.91,6.67,4.72,160.0,15.2
93421,0.89,5.88,4.86,165.0,15.2
93422,0.86,6.25,4.94,167.0,15.1
93423,0.84,6.25,5.05,161.0,15.1
93424,0.82,6.25,5.03,160.0,15.0
93425,0.82,5.56,4.97,171.0,15.0
93426,0.88,6.25,4.93,160.0,15.0
93427,0.85,6.25,4.92,160.0,15.0
93428,0.84,6.25,4.78,158.0,15.0
93429,0.87,6.25,4.82,158.0,15.0
93430,0.85,7.14,4.92,160.0,15.1
93431,0.84,5.88,4.97,158.0,15.1
93432,0.89,6.67,5.04,158.0,15.1
93433,0.84,6.67,5.07,160.0,15.1
93434,0.83,6.67,5.12,153.0,15.1
93435,0.88,6.25,5.1,158.0,15.2
93436,0.88,6.25,5.08,160.0,15.5
93437,0.86,6.25,5.08,154.0,15.9
93438,0.9,5.56,5.15,170.0,16.1
93439,0.88,6.25,5.01,165.0,15.9
93440,0.89,6.25,4.88,171.0,15.8
93441,0.96,6.25,4.72,167.0,15.8
93442,0.93,6.25,4.67,165.0,16.0
93443,0.94,6.25,4.53,168.0,16.1
93444,0.95,6.67,4.18,171.0,16.1
93445,0.96,7.14,4.35,150.0,16.0
93446,0.91,6.67,4.25,167.0,15.9
93447,0.97,6.67,4.27,165.0,15.7
93448,0.95,6.25,4.11,157.0,15.4
93449,0.95,6.67,4.07,161.0,15.3
93450,0.88,6.25,3.94,158.0,15.2
93451,0.82,6.67,3.95,158.0,15.1
93452,0.83,6.25,4.25,161.0,15.1
93453,0.79,7.14,4.31,158.0,15.0
93454,0.76,6.67,4.47,157.0,15.1
93455,0.79,6.25,4.53,156.0,15.1
93456,0.79,5.88,4.36,163.0,15.0
93457,0.85,6.25,4.52,170.0,15.0
93458,0.86,6.25,4.47,174.0,15.0
93459,0.8,6.67,4.43,172.0,15.0
93460,0.84,5.88,4.49,165.0,15.0
93461,0.89,6.25,4.63,170.0,15.0
93462,0.92,6.25,4.76,172.0,14.9
93463,0.88,6.25,4.8,163.0,14.9
93464,0.87,5.88,4.72,165.0,14.9
93465,0.8,6.67,5.31,167.0,14.8
93466,0.8,6.25,5.48,164.0,14.8
93467,0.78,6.67,5.35,161.0,14.8
93468,0.72,6.67,4.94,161.0,14.8
93469,0.72,5.88,4.79,168.0,14.8
93470,0.72,5.88,5.06,164.0,14.9
93471,0.74,5.88,5.17,165.0,15.0
93472,0.76,5.88,5.37,160.0,15.2
93473,0.75,7.14,5.54,160.0,15.5
93474,0.72,7.14,5.37,157.0,15.6
93475,0.76,6.67,5.06,164.0,15.7
93476,0.72,6.67,4.96,170.0,16.0
93477,0.76,7.14,5.2,168.0,16.3
93478,0.75,7.14,5.19,175.0,16.2
93479,0.71,5.88,4.65,172.0,16.0
93480,0.7,6.67,4.65,170.0,16.0
93481,0.73,6.67,4.25,174.0,15.6
93482,0.8,7.69,4.21,163.0,15.7
93483,0.79,7.69,4.37,164.0,15.6
93484,0.79,7.14,4.27,170.0,15.5
93485,0.78,7.14,4.5,168.0,15.4
93486,0.72,7.14,4.46,167.0,15.4
93487,0.74,7.14,4.82,163.0,15.3
93488,0.7,7.14,5.17,165.0,15.3
93489,0.72,6.67,5.41,167.0,15.4
93490,0.69,7.14,5.71,168.0,15.4
93491,0.75,6.67,5.77,171.0,15.4
93492,0.72,6.67,5.71,170.0,15.4
93493,0.73,6.25,5.37,172.0,15.3
93494,0.65,9.09,5.36,125.0,15.3
93495,0.61,7.14,5.24,157.0,15.3
93496,0.61,9.88,5.38,98.0,15.4
93497,0.63,6.67,5.3,158.0,15.5
93498,1.01,5.0,4.08,186.0,15.7
93499,0.9,4.35,4.08,185.0,15.6
93500,0.89,4.55,4.05,186.0,15.6
93501,0.87,5.88,4.19,175.0,15.4
93502,0.82,4.76,4.2,185.0,15.4
93503,0.84,5.88,4.27,172.0,15.4
93504,0.8,5.88,4.19,168.0,15.3
93505,0.8,5.88,4.22,177.0,15.3
93506,0.76,5.88,4.32,165.0,15.3
93507,0.76,5.56,4.3,172.0,15.3
93508,0.76,5.88,4.43,175.0,15.3
93509,0.79,5.56,4.39,171.0,15.3
93510,0.75,5.88,4.59,165.0,15.3
93511,0.79,5.88,4.64,171.0,15.3
93512,0.77,5.26,4.84,174.0,15.3
93513,0.73,5.56,4.76,175.0,15.3
93514,0.73,6.25,4.89,167.0,15.3
93515,0.73,5.26,4.97,177.0,15.3
93516,0.72,5.26,5.02,178.0,15.3
93517,0.7,5.88,5.06,175.0,15.2
93518,0.7,5.88,4.9,178.0,15.2
93519,0.69,5.88,5.18,181.0,15.2
93520,0.67,5.26,5.22,179.0,15.2
93521,0.67,5.26,5.04,175.0,15.2
93522,0.59,5.88,5.12,181.0,15.2
93523,0.64,6.25,5.69,172.0,15.2
93524,0.61,6.25,5.42,178.0,15.2
93525,0.62,5.88,5.62,179.0,15.3
93526,0.59,5.56,5.47,178.0,15.3
93527,0.57,5.88,5.68,178.0,15.4
93563,0.72,11.76,4.7,106.0,15.3
93577,1.02,4.76,4.54,84.0,15.7
93580,1.02,5.26,4.74,91.0,15.8
93638,0.64,5.88,5.05,108.0,15.8
93639,0.69,5.88,5.23,120.0,15.8
93640,0.72,5.26,4.99,116.0,15.7
93641,0.85,5.26,4.26,118.0,15.6
93642,0.95,5.56,4.0,126.0,15.6
93644,0.97,5.56,4.0,136.0,15.6
93645,0.96,5.0,3.93,136.0,15.5
93649,1.03,4.35,3.93,80.0,15.5
93650,1.03,4.35,4.04,84.0,15.5
93651,1.04,4.55,3.93,94.0,15.5
93652,1.08,4.76,4.0,80.0,15.5
93653,1.0,4.76,4.0,81.0,15.5
93655,1.03,5.0,4.16,82.0,15.5
93656,1.06,5.26,4.15,87.0,15.5
93657,1.05,5.56,4.15,84.0,15.5
93658,1.01,5.0,4.07,81.0,15.5
93659,1.04,5.26,4.11,87.0,15.5
93660,1.0,5.26,4.02,85.0,15.5
93661,0.98,5.88,4.04,82.0,15.5
93662,0.99,5.26,4.01,81.0,15.5
93663,0.96,5.26,4.07,81.0,15.4
93673,0.83,5.26,4.05,81.0,15.5
93674,0.79,4.55,4.08,78.0,15.6
93676,0.76,5.0,4.17,82.0,15.6
93677,0.76,4.17,4.19,78.0,15.6
93679,0.79,5.0,4.07,85.0,15.6
93685,0.77,11.11,4.25,92.0,15.6
93686,0.76,11.76,4.27,104.0,15.6
93687,0.72,7.69,4.24,163.0,15.6
93689,0.72,11.11,4.31,106.0,15.5
93690,0.72,7.14,4.2,160.0,15.5
93691,0.69,9.88,3.99,101.0,15.5
93692,0.71,7.14,3.79,154.0,15.4
93693,0.69,11.11,3.77,104.0,15.4
93694,0.72,11.11,4.01,96.0,15.4
93695,0.71,11.11,3.95,99.0,15.4
93696,0.71,7.14,3.64,143.0,15.4
93698,0.75,10.53,3.59,96.0,15.3
93699,0.75,6.67,3.7,150.0,15.3
93700,0.72,7.14,3.76,146.0,15.3
93701,0.75,7.14,3.61,139.0,15.3
93702,0.71,7.14,3.67,140.0,15.3
93753,0.51,11.11,3.71,92.0,15.2
93755,0.5,9.88,3.77,106.0,15.2
93772,0.49,9.09,4.38,101.0,15.7
93773,0.52,9.09,3.73,101.0,15.7
93783,0.73,9.09,3.66,102.0,15.3
93785,0.67,8.33,3.66,106.0,15.3
93786,0.7,9.88,3.85,111.0,15.3
93787,0.67,9.09,3.72,104.0,15.2
93788,0.7,9.88,3.6,118.0,15.2
93789,0.73,9.09,3.59,101.0,15.2
93790,0.75,9.09,3.67,109.0,15.2
93792,0.76,9.88,3.64,113.0,15.1
93795,0.83,4.76,3.72,177.0,15.0
93796,0.9,4.76,3.83,185.0,15.0
93797,0.87,4.76,3.73,184.0,15.0
93798,0.88,5.0,3.79,181.0,15.0
93799,0.89,5.26,3.87,178.0,15.1
93800,0.86,5.0,3.82,185.0,15.1
93801,0.86,5.0,3.78,184.0,15.1
93802,0.82,5.26,3.83,186.0,15.1
93803,0.76,5.56,3.89,184.0,15.1
93805,0.73,5.56,4.02,184.0,15.1
93808,0.65,5.26,3.9,185.0,15.2
93809,0.69,5.26,3.73,182.0,15.2
93810,0.72,5.56,3.63,186.0,15.2
93811,0.75,4.76,3.57,184.0,15.2
93812,0.74,5.56,3.69,181.0,15.4
93814,0.78,5.88,3.6,179.0,15.4
93820,0.73,5.88,3.6,181.0,15.7
93835,0.67,5.56,3.67,160.0,15.3
93836,0.65,5.88,3.77,160.0,15.3
93837,0.61,5.88,3.92,157.0,15.3
93838,0.59,5.26,3.94,161.0,15.3
93839,0.6,5.56,4.03,164.0,15.2
93840,0.59,5.56,4.21,154.0,15.1
93841,0.54,5.26,4.24,157.0,15.1
93842,0.53,5.56,4.35,160.0,15.0
93843,0.55,5.56,4.39,160.0,15.0
93844,0.54,5.0,4.37,160.0,15.0
93845,0.55,5.56,4.54,157.0,15.0
93846,0.54,5.26,4.61,153.0,15.1
93847,0.58,5.26,4.78,150.0,15.0
93848,0.69,5.26,4.83,149.0,15.0
93849,0.8,5.56,4.91,153.0,15.0
93850,0.85,5.88,4.99,151.0,15.0
93851,0.84,5.56,4.86,156.0,15.0
93852,0.88,5.56,4.89,163.0,15.0
93853,0.89,5.56,4.76,158.0,15.1
93854,0.9,5.56,4.76,164.0,15.2
93855,0.87,5.56,4.6,165.0,15.3
93856,0.8,5.56,4.55,171.0,15.3
93857,0.79,5.56,4.52,168.0,15.2
93858,0.81,5.56,4.56,167.0,15.3
93859,0.75,5.56,4.47,164.0,15.3
93860,0.73,5.56,4.48,165.0,15.3
93861,0.71,5.0,4.44,168.0,15.6
93862,0.65,5.56,4.43,161.0,15.6
93863,0.64,5.56,4.34,170.0,15.5
93864,0.64,5.56,4.27,168.0,15.6
93865,0.66,5.88,4.31,167.0,15.8
93866,0.62,5.0,4.35,161.0,15.9
93867,0.62,5.26,4.35,160.0,16.0
93868,0.66,5.26,4.36,154.0,16.1
93869,0.69,5.26,4.55,158.0,16.1
93870,0.68,5.26,4.39,156.0,16.0
93871,0.74,5.56,4.43,153.0,16.0
93872,0.71,5.26,4.33,157.0,16.0
93873,0.8,5.56,4.33,158.0,15.9
93874,0.88,5.26,4.18,157.0,15.7
93875,0.92,5.56,4.29,156.0,15.7
93876,1.05,5.56,4.07,157.0,15.6
93877,1.08,5.56,4.11,151.0,15.5
93878,1.13,5.56,4.08,154.0,15.5
93879,1.24,5.26,4.26,161.0,15.4
93880,1.24,5.56,4.3,170.0,15.4
93881,1.25,5.56,4.47,164.0,15.4
93882,1.23,5.88,4.49,158.0,15.4
93883,1.19,6.25,4.45,147.0,15.4
93884,1.29,6.67,4.73,153.0,15.4
93885,1.38,6.25,4.94,151.0,15.4
93886,1.31,6.67,4.85,153.0,15.4
93887,1.39,6.67,5.16,156.0,15.4
93888,1.4,7.14,4.98,150.0,15.4
93889,1.45,7.14,5.11,153.0,15.4
93890,1.45,6.67,4.98,153.0,15.4
93891,1.48,7.14,5.1,157.0,15.3
93892,1.56,7.14,5.23,160.0,15.3
93893,1.5,7.14,5.21,153.0,15.4
93894,1.44,7.14,5.21,156.0,15.4
93895,1.56,7.14,5.43,154.0,15.5
93896,1.53,6.67,5.36,156.0,15.5
93897,1.62,6.67,5.26,160.0,15.5
93898,1.64,7.14,5.15,157.0,15.5
93902,1.65,7.14,5.58,154.0,15.7
93903,1.6,7.69,5.47,146.0,15.8
93904,1.66,7.14,5.48,151.0,15.9
93906,1.58,7.69,5.56,150.0,16.4
93907,1.59,7.69,5.56,150.0,16.5
93908,1.59,7.69,5.55,147.0,16.5
93909,1.6,7.69,5.61,153.0,16.4
93910,1.38,8.33,5.26,150.0,16.5
93911,1.53,7.69,5.5,149.0,16.4
93912,1.3,7.69,5.29,151.0,16.5
93913,1.35,7.69,5.44,151.0,16.5
93914,1.38,7.69,5.28,149.0,16.5
93915,1.37,7.14,5.1,140.0,16.5
93916,1.33,7.69,5.25,140.0,16.5
93917,1.31,7.69,4.94,151.0,16.4
93918,1.32,7.69,4.93,140.0,16.4
93919,1.4,7.14,5.06,144.0,16.4
93920,1.3,7.14,4.94,143.0,16.4
93921,1.33,7.14,5.02,151.0,16.3
93922,1.35,7.69,4.96,146.0,16.3
93923,1.36,7.69,5.07,146.0,16.3
93924,1.37,7.14,5.02,156.0,16.2
93925,1.36,7.69,5.06,144.0,16.2
93926,1.28,6.67,4.87,156.0,16.2
93927,1.23,7.14,4.83,147.0,16.3
93928,1.23,7.14,5.08,150.0,16.5
93929,1.15,7.14,5.0,147.0,16.5
93930,1.16,6.67,5.28,153.0,16.4
93931,1.12,7.14,5.37,147.0,16.4
93932,1.08,7.14,5.39,140.0,16.3
93933,1.11,7.14,5.62,137.0,16.3
93934,1.05,7.69,5.54,137.0,16.2
93935,1.02,7.14,5.57,143.0,16.1
93936,0.98,7.69,5.57,139.0,16.1
93937,1.09,7.69,5.87,140.0,16.1
93938,1.03,7.69,5.79,139.0,16.1
93939,1.04,7.69,5.88,133.0,16.1
93940,1.06,6.67,5.92,146.0,16.0
93941,0.99,7.14,5.82,141.0,16.0
93942,0.98,6.67,5.75,150.0,16.0
93943,1.04,6.67,5.99,143.0,16.0
93944,1.01,6.67,5.99,149.0,16.1
93945,0.98,7.14,6.0,143.0,16.1
93946,1.02,8.33,6.14,136.0,16.1
93947,1.03,6.67,6.13,149.0,16.2
93948,1.04,7.14,6.16,143.0,16.2
93949,0.95,8.33,6.07,134.0,16.3
93950,0.98,6.67,6.02,146.0,16.3
93951,0.99,7.69,5.48,136.0,16.3
93952,1.12,8.33,5.08,133.0,16.3
93953,1.13,7.69,4.65,137.0,16.3
93954,1.26,7.14,4.47,143.0,16.3
93955,1.3,8.33,4.5,139.0,16.2
93956,1.32,8.33,4.54,132.0,16.2
93957,1.33,4.76,4.56,82.0,16.2
93958,1.36,4.76,4.71,80.0,16.2
93959,1.26,5.0,4.38,80.0,16.2
93960,1.28,5.0,4.52,80.0,16.2
93961,1.27,5.0,4.48,85.0,16.2
93962,1.25,5.0,4.48,88.0,16.2
93963,1.28,4.76,4.4,89.0,16.2
93964,1.21,5.0,4.52,87.0,16.2
93965,1.15,7.14,4.54,127.0,16.2
93966,1.17,8.33,4.57,127.0,16.2
